Número de concesión|Tipo de documento|Número de solicitud|Fecha de presentación|Fecha de concesión|Clasificación CIP|Título|Resumen|Inventor(es)|Titular
Gaceta: Patentes, Registros de Modelos de Utilidad y de Diseños Industriales Volúmen: Mayo de 2012
298740|Patente|PA/a/2005/011886|04/11/2005|02/05/2012|<i>A61K38/00</i> <b>(2006-01)</b>|METODOS Y COMPOSICIONES PARA LA PREVENCION Y TRATAMIENTO DE SEPTICEMIA.|Un método para prevenir o tratar la septicemia administrando conjuntamente a un paciente una cantidad para prevenir o tratar la septicemia de uno o más inhibidores del complemento y una cantidad para prevenir o tratar la septicemia de uno o más inhibidores de la vía CD14. Los inhibidores del complemento son de preferencia anticuerpos que se unen a proteínas del complemento como C5a y las inhiben y los inhibidores de la vía CD14 son de preferencia anticuerpos que se unen a componentes de la vía CD14 como CD14 y LPS y los inhiben.|FUNG, SEK CHUNG; MOLLNES, TOM, EIRIK; Deal Street 3511, 77025, Houston, Texas, E.U.A.|TANOX, INC.*; MEDINNOVA AS; Stella Link Road 10301, 77025-5497, Houston, Texas, E.U.A.|
298764|Patente|MX/a/2009/004219|20/04/2009|02/05/2012|<i>B31B5/80</i> <b>(2006-01)</b>; <i>B65B43/26</i> <b>(2006-01)</b>; <i>B65H3/08</i> <b>(2006-01)</b>|MAQUINA DE ELABORACIÓN DE PREFORMAS DE CAJAS DE CARTON.|La presente invención se refiere a máquina de elaboración de preformas de cajas de cartón del tipo que comprende, reunidos sobre un mismo chasis (2): un puesto de almacenamiento, o depósito (3) de tipo 'fifo", en el que se depositan los cortes (1), los medios en forma de brazos (21) del tipo con ventosas para extraer los citados cortes (1) uno por uno del citado depósito (3), los medios en forma de brazos (40) también para dar volumen a cada corte y un dispositivo transportador (5) corriente abajo para cargar y evacuar las preformas (6) de cajas, caracterizada porque los citados medios de extracción y de puesta en volumen se reúnen sobre el bastidor (20) de un banco (4) que se deposita, como un módulo, entre el citado depósito (3) de cortes y el citado dispositivo transportador (5) más abajo, en donde el banco (4) comprende: una rampa (24) inclinada hacia arriba de acuerdo con un ángulo comprendido entre 30 et 60°, de preferencia del orden de 450 con respecto a la horizontal, tal rampa (24) está constituida por dos esquinas (60) dispuestas lateralmente con una separación que corresponde al ancho de los cortes (1), tales esquinas (60) forman a la vez la solera (61) y las paredes (62) laterales de guía de los citados cortes (1) durante su trayecto entre el punto bajo (B) y el punto alto (H) de la citada rampa (24), tal rampa (24) se divide en dos partes: una parte inferior con una solera (61) que es fija y una parte superior, al nivel del puesto (30) de conformación, con una solera (61') que es replegable para permitir el paso de la preforma (6) a través de la citada rampa (24) entre las citadas paredes (62) laterales con el objeto de su transferencia hacia el citado dispositivo transportador de evacuación (5); un eje (22) transversal situado en la parte inferior de la citada rampa (24) y del citado bastidor (20), que sirve de articulación a los brazo (21) extractores que extraen los cortes (1) del depósito (2), tales brazos (21) extractores oscilan bajo el efecto de medios apropiados del tipo cilindro (23); una coordenada cuyo punto (B) de referencia se sitúa en la parte inferior de la citada rampa (24), frente a la arista (14) de salida del depósito (3), para recibir los cortes (1) llevados por los citados brazos (21) extractores; una segunda coordenada cuyo punto (H) de referencia se sitúa en la parte superior de la citada rampa (24), al nivel de la entrada del puesto (30) de conformación, para sostener los cortes (1) antes y durante su conformación; un sistema (32) de traslado, inclinado como dicha rampa (24), que se extiende sobre la mitad inferior de la longitud de dicha rampa (24), para desplazar los dichos cortes (1) de una coordenada a la otra, sabiendo que la distancia entre los dos puntos de referencia (B) y (H) es sustancialmente superior a la dimensión del mayor formato de los citados cortes (1); un dispositivo de puesta en forma de cada corte, constituido por un brazo (40) de formado, del tipo con ventosas, que se articula sobre un eje (42) transversal y que se acciona por los medios apropiados del tipo cilindro (43), tal eje (42) transversal se confunde, por el espesor de cartón cercano, con el ángulo del diedro de la coordenada superior situada al nivel del citado puesto (30) de conformación; un dispositivo de transferencia, también en forma de brazos (41), articulados sobre un eje (44) transversal y accionados por los medios apropiados, tales brazos (41) de transferencia, del tipo con ventosas, participan en la puesta en forma del corte (1) antes de llevarlo, cuando se convierte en una preforma (6) de caja, sobre el dispositivo transportador (5) corriente abajo.|MICHEL JANNIN; PASCAL MURANO; Avenue de la Patrouille de France, F-76930, Octeville Sur Mer, , FRANCIA|SIDEL PARTICIPATIONS.*; Avenue de la Patrouille de France, F-76930, Octeville Sur Mer, , FRANCIA|
298765|Patente|MX/a/2009/009002|21/08/2009|02/05/2012|<i>E21B19/00</i> <b>(2006-01)</b>; <i>E21B19/20</i> <b>(2006-01)</b>|SISTEMA DE MANIPULACION SIMULTANEA DE TUBOS.|La presente invención se refiere a un sistema para perforar, el sistema que comprende: una cubierta de perforación que tiene un centro de pozo; una estructura de perforación dispuesta con la cubierta de perforación; una estación primaria de avance de tubos dispuesta con la estructura de perforación para avanzar un primer tubo dentro del centro del pozo; una estación auxiliar de manejo de tubos que comprende un brazo de soporte para conectar a un segundo tubo con un tercer tubo mientras que el segundo tubo está en una posición sustancialmente vertical; y un brazo de trayectoria guiada adyacente a la estación auxiliar de manejo de tubos para guiar al segundo tubo a la estación auxiliar de manejo de tubos; en donde el primer tubo no interfiere con el brazo de soporte y el brazo de trayectoria guiada a medida que el primer tubo se mueve al centro de pozo.|MARK ALAN CHILDERS; BRENDAN WILLIAM LARKIN; HARVEY MARK RICH; BARRY M. SMITH; 1342 Via Portofino, 34108, Naples, Florida, E.U.A.|ATWOOD OCEANICS, INC.*; FRIEDE GOLDMAN UNITED, LTD.*; 15835 Park Ten Place Drive, 77084, Houston, Texas, E.U.A.|
298766|Patente|MX/a/2009/012069|06/11/2009|02/05/2012|<i>A63B22/00</i> <b>(2006-01)</b>; <i>A63B23/00</i> <b>(2006-01)</b>; <i>A63B71/00</i> <b>(2006-01)</b>|APARATO PARA EQUIPO DE EJERCICIOS Y MÉTODO DE USO EN VEHÍCULOS - REMOLQUES CON ZONAS PARA DORMIR.|La presente invención se refiere a una cabina de camión-remolque, que comprende: un área del conductor que comprende por lo menos un asiento; y un área para dormir ubicada detrás del área del conductor, el área para dormir comprende: un piso que conecta el área para dormir con el área del conductor; por lo menos una cama ubicada a una altura sobre el piso, la cual es suficiente para permitir que por lo menos una unidad de equipo de ejercicio sea utilizada mientras por lo menos una porción de la por lo menos una unidad de equipo de ejercicio está debajo de la por lo menos una cama; un compartimiento de almacenaje instalado debajo de la por lo menos una cama, ubicado a una altura sobre el piso en el área de dormir de la cabina del camión-remolque, el compartimiento de almacenaje comprende la por lo menos una unidad de equipo de ejercicio, en donde la por lo menos una unidad de equipo de ejercicio está instalada como un componente de la cabina del camión-remolque; un mecanismo de bloqueo de almacenaje acoplado en forma funcional con la por lo menos una cama, en donde el mecanismo de bloqueo de almacenaje: se acopla con la por lo menos una unidad de equipo de ejercicio para así, asegurar la por lo menos una unidad de equipo de ejercicio en una posición fija en el compartimiento de almacenaje a una altura sobre el piso; y libera la por lo menos una unidad de equipo de ejercicio de la posición fija a una altura sobre el piso del área para dormir, de modo que la por lo menos una unidad de equipo de ejercicio se puede mover con un movimiento oscilante desde el compartimiento de almacenaje a una altura sobre el piso hacia abajo del piso del área para dormir; y un mecanismo de bloqueo de operación acoplado en forma funcional con la por lo menos una cama, en donde el mecanismo de bloqueo de operación se acopla con la por lo menos una unidad de equipo de ejercicio, para así ayudar a mantener la por lo menos una unidad de equipo de ejercicio en el piso del área de dormir para la operación por un usuario, en donde el mecanismo de bloqueo de operación es ayudado por el re-acoplamiento del mecanismo de bloqueo de almacenaje con la por lo menos una unidad de equipo de ejercicio.|LEVI JONES; 350 Prestmoor Place, 30331, Atlanta, Georgia, E.U.A.|LEVI JONES; 350 Prestmoor Place, 30331, Atlanta, Georgia, E.U.A.|
298767|Patente|MX/a/2007/016231|14/12/2007|02/05/2012|<i>A61F2/06</i> <b>(2006-01)</b>|DISPOSITIVO DE CATETER.|Un dispositivo de catéter que tiene una flecha que se extiende desde un extremo próximo a un extremo distante para llevar en su extremo distante un implante de auto-expansión para el avance intraluminal sobre un cable de guía y suministrar el implante a un sitio de implante a través de un retiro próximo de una funda longitudinal que yace radicalmente hacia afuera del implante en el catéter, el catéter incluyendo un primer elemento de flecha para jalar la funda de manera cercana y un elemento de flecha para empujar el implante de manera distante para prevenir que el implante se mueva de manera próxima con la funda cuando la funda es jalada de manera cercana, en donde puede girar liberablemente con respecto al primer elemento de flecha durante dicho avance intraluminal y, durante el movimiento cercano, hace que pivotee el primer elemento de flecha en una posición de apoyo a través de una porción de diámetro interno reducido de la funda cercana de la posición de tope.|JÜRGEN DORN; MARTIN WUEBBELING; ERHARD ELSÄSSER; Küstiner Weg. 2, 68809, Neulussheim, , ALEMANIA|ANGIOMED GMBH & CO. MEDIZINTECHNIK KG; Wachhausstrasse 6, 76227, Karlsruhe, , ALEMANIA|
298768|Patente|MX/a/2008/015776|10/12/2008|23/04/2012|<i>H04N17/02</i> <b>(2006-01)</b>|METODO Y DISPOSITIVO PARA AJUSTAR UN VALOR COORDINADO DE TEMPERATURA DE COLOR MEDIDO POR UN ANALIZADOR DE COLOR DE PANTALLA|Se describen un método y un dispositivo para ajustar un valor coordinado de temperatura de color que es medido por un analizador de color de pantalla. El dispositivo comprende un módulo de control principal. El método comprende las siguientes etapas: desplegar una imagen de prueba en un monitor estándar; recibir un valor coordinado de temperatura de color de un monitor estándar; que es medido por el analizador de color de pantalla; obtener un valor coordinado de temperatura de color estándar por omisión y compararlo con el valor coordinado de temperatura de color medido, para obtener un valor desajustado de temperatura de color, y ajustar el valor coordinado de temperatura de color medido por el analizador de color de pantalla, mediante el uso del valor desajustado de temperatura de color.|LIAO FANG-WEN; LEE TSANG-HSING; 21Fl, No. 88, Sec. 1 , Col. Hsin Tai Wu Rd, Hsichih, 221, TAIPEI HSIEN, TAIWAN, CHINA|WISTRON CORPORATION; 21Fl, No. 88, Sec. 1 , Col. Hsin Tai Wu Rd, Hsichih, 221, TAIPEI HSIEN, TAIWAN, CHINA|
298769|Patente|MX/a/2008/003569|06/03/2008|24/04/2012|<i>B01D47/06</i> <b>(2006-01)</b>; <i>B01D53/00</i> <b>(2006-01)</b>|EQUIPO ECOLÓGICO DESACELERADOR DEL CALENTAMIENTO GLOBAL O TAMBIÉN LLAMADO SISTEMA PURIFICADOR DE EMISIONES|Equipo Ecológico Desacelerador del Calentamiento Global o también llamado Sistema Purificador de Emisiones es un equipo que cuenta con un proceso que permite eliminar los gases contaminantes producidos por la combustión, utilizando un sistema de bombeo, cascada, burbujeo, aireación, lubricación y licuado de dichos gases, capturándolos y almacenándolos, disminuyendo la temperatura de la combustión, evitando así el calentamiento global y la lluvia ácida, eliminando el ruido producido por la combustión y olor característico de la combustión, aprovechando la energía térmica centrífuga y de vapor para diversos husos.|MIGUEL ÁNGEL CARAVEO MARTÍNEZ; Carrillo Puerto, Número 238, Col. Carrizal, 86038, CENTRO, Tabasco, MEXICO|MIGUEL ÁNGEL CARAVEO MARTÍNEZ; Carrillo Puerto, Número 238, Col. Carrizal, 86038, CENTRO, Tabasco, MEXICO|
298770|Patente|MX/a/2009/001187|30/01/2009|02/05/2012|<i>A61M1/00</i> <b>(2006-01)</b>; <i>A61M5/34</i> <b>(2006-01)</b>; <i>A61M31/00</i> <b>(2006-01)</b>; <i>A61M5/00</i> <b>(2006-01)</b>; <i>A61M5/31</i> <b>(2006-01)</b>|JERINGA DE AGUJA SOLTABLE QUE TIENE REDUCIDO ESPACIO MUERTO.|Un conjunto de jeringa y aguja soltable que tiene características de reducido espacio muerto incluye un cilindro de jeringa alargado que tiene un extremo distal abierto incluyendo un aro y una superficie anular que mira distalmente y que sobresale hacia dentro del aro. Un conjunto de aguja incluye un cono que tiene una superficie anular que mira próximamente y un aro anular de sellado que sobresale hacia fuera colocado distalmente con respecto a la superficie. El conjunto de aguja también incluye una cánula que tiene a su través un lumen conectado al extremo distal del cono. Se ha previsto una estructura para enganchar el cono al cilindro dando lugar a que la superficie anular del cilindro contacte la superficie anular del cono para formar un cierre hermético primario entre dicho cilindro y dicho cono y a que el aro anular de sellado contacte el aro para formar un cierre hermético secundario entre el cilindro y el cono.|D'ARRIGO, CHRISTINA, JOY; SCHILLER, ERIC; 130 Willow Avenue, Apt. 2C, 07030, Hoboken, New Jersey, E.U.A.|BECTON, DICKINSON AND COMPANY.*; 1 Becton Drive, 07417-1880, Franklin Lakes, New Jersey, E.U.A.|
298771|Patente|MX/a/2007/012362|05/10/2007|02/05/2012|<i>A01N31/00</i> <b>(2006-01)</b>; <i>C11D1/14</i> <b>(2006-01)</b>; <i>A01N35/00</i> <b>(2006-01)</b>|SISTEMA ACONDICIONADOR DE TRAYECTORIA DE FLUJO.|Se describen composiciones (3) y métodos de uso de tales composiciones (3) para acondicionar, limpiar o desinfectar la trayectoria de flujo de un conducto (8) de dispositivos de microfluido (16), tales como citómeros de flujo o cromatógrafos líquidos.|NEAS, EDWIN DEAN; KUIKEN, JERALD EDWARD; SCHENK, JOHN LOUIS; GILLIGAN, THOMAS BOYD; 8202 WCR 102, 80648, Nunn, Colorado, E.U.A.|XY, LLC; CHATA BIOSYSTEMS, INC.*; 22575 State Highway 6 South, Navasota, 77868, Texas, E.U.A.|
298772|Patente|MX/a/2009/000086|07/01/2009|02/05/2012|<i>G10L19/00</i> <b>(2006-01)</b>; <i>H04N7/15</i> <b>(2006-01)</b>|CONCEPTO PARA COMBINAR MULTIPLES FUENTES DE AUDIO PARAMETRICAMENTE CODIFICADAS.|De acuerdo con la presente invención, pueden combinarse de manera eficiente múltiples señales de audio paramétricamente codificadas utilizando un generador de señal de audio (100) que genera una señal de salida de audio (120) al combinar los canales de sub-mezcla (llOa, 112a) y los parámetros asociados (llOb, 112b) de las señales de audio directamente dentro del dominio de parámetro, i.e., sin reconstruir o decodificar las señales de audio de entrada individuales antes de la generación de la señal de salida de audio (120). Esto se logra por la mezcla directa de los canales de sub-mezcla asociados (llOa, 112a) de las señales de entrada individuales. Una característica clave de la presente invención es que la combinación de los canales de sub-mezcla (llOa, 112a) se logra mediante operaciones aritméticas simples computacionalmente económicas.|LINZMEIER, KARSTEN; HERRE, JUERGEN; HILPERT, JOHANNES; HELLMUTH, OLIVER; KASTNER, THORSTEN; Herrnhuettestr. 46, 90411, Nuernberg, ALEMANIA|FRAUNHOFER-GESELLSCHAFT ZUR FÖRDERUNG DER ANGEWANDTEN FORSCHUNG E.V.; Hansastrasse 27C, 80686, Munich, ALEMANIA|
298773|Patente|MX/a/2009/013522|10/12/2009|02/05/2012|<i>G02B6/00</i> <b>(2006-01)</b>|EMPALME MECANICO.|La presente invención se refiere a un aparato de empalme mecánico, que comprende: un empalme mecánico con una pluralidad de hendiduras, en donde el empalme mecánico recibe una primera fibra óptica a través de un primer extremo del empalme mecánico, donde la primera fibra óptica reside en una primera porción del empalme mecánico, y empalme mecánico recibe una segunda fibra óptica a través de un segundo extremo del empalme mecánico, donde la segunda fibra óptica reside en una segunda porción del empalme mecánico; un primer componente de alineación con una primera cuña, en donde, cuando la primera cuña se engrana en una primera hendidura de la pluralidad de hendiduras del empalme mecánico, se forma una primera abertura en la primera porción del empalme mecánico, y, cuando la primera cuña se desengrana de la primera hendidura, se cierra la primera abertura; y un segundo componente de alineación con una segunda cuña, en donde, cuando la segunda cuña se engrana en una segunda hendidura de la pluralidad de hendiduras del empalme mecánico, se forma una segunda abertura en la segunda porción del empalme mecánico, y, cuando la segunda cuña se desengrana de la segunda hendidura, se cierra la segunda abertura.|DOBBINS, PATRICK, E; 1000 Ansel School Raod, 29651, Greer, South Caroline, E.U.A.|AFL TELECOMMUNICATIONS LLC; P.O. Box 3127, 29304-3127, Spartanburg, South Caroline, E.U.A.|
298774|Patente|MX/a/2010/004129|14/04/2010|02/05/2012|<i>H02J1/10</i> <b>(2006-01)</b>|SISTEMAS ENERGIA SOLAR ALTAMENTE EFICIENTES.|Se proveen sistemas diferentes para obtener conversión de energía solar en por lo menos tres aspectos diferentes, con circuitos que pueden ser usados para recolectar energía máxima de una fuente solar (1) o cadenas de paneles (11) para uso en CD o CA, quizás para transferencia a una red de distribución de energía (10), los tres aspectos pueden existir quizás independientemente y son concernientes con: 1) conversión de energía eléctrica de manera multimodal, 2) alternar entre diferentes procesos tal como mediante un control de funcionalidad de convertidor de energía fotovoltaico de modo alternativo (27), y 3) sistemas que pueden obtener eficiencias de conversión que son extraordinariamente altas en comparación con la capacidad de conversión de energía de CD-CD fotovoltaica ismórfica sustancialmente de energía que puede obtener 99.2% de eficiencia o aún solamente pérdidas de transmisión de línea. Los circuitos de conversión de impedancia de modo de conmutación pueden tener pares de elementos de conmutación en serie de energía fotovoltaicos (24) y pares de elementos de conmutación de derivación de energía fotovoltaicos (25).|PORTER, ROBERT, M.; LEDENEV, ANATOLI; 719 Parliament Ct., 80525, Fort Collins, Colorado, E.U.A.|AMPT, LLC; 4850 Innovation Drive, 80525, Fort Collins, Colorado, E.U.A.|
